Identifier,Title,Author,Description,collection
smashingmobilewe0000avol,"Smashing mobile web development : going mobile with HTML5, CSS3, and Javascript",A,"['xv, 296 p. : 24 cm', '""By the time you finish this book, you\'ll possess all the knowledge and skills you need to create sophisticated mobile websites incorporating the features your users want, including geolocation, social media, and much more""--Back cover', 'Includes index', 'Pt. I. Introduction to HTML5/JS/CSS -- Introduction to mobile web development -- Overview of mobile technologies -- Pt. II. Application setup and infrastructure -- Development and production setup -- Creating the prototype -- Mobile web structure -- Creating a mobile web database -- Pt. III. Development -- Interacting with web SQL -- Geolocation and AJAX -- Running queries and connecting with social media -- Location storage and seach -- Pt. IV. Performance and production -- Testing and organizing your code -- Preparing for launch']","['printdisabled', 'internetarchivebooks']"
wellgroundedjava0000evan,The well-grounded Java developer : vital techniques of Java 7 and polyglot programming ,E,"['xxx, 462 p. : 24 cm', 'Includes index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
DTIC_ADA586203,DTIC ADA586203: Test and Evaluation of Program Slicing Tools,D,"Software slicing is the analysis of a program based on a slicing criterion to produce executable code that contains only those lines that are related to the slicing criterion. This reduces the state space of the program, thus aiding in testing and debugging. This technical report analyzes the Indus-Kaveri plug-in to assess its capacity for providing correct software slices that can be used to reduce regression tests. The tests reveal that the plug-in produces slices as advertised by the documentation, but nevertheless, it has many limitations that make it impractical for use in a commercial environment. These limitations include the plug-in's incompatibility with programs that require a Java Runtime later than version 1.4, the lack of highlighting of slices within external classes utilized, and the fact that slicing is accomplished through the return value of a method.","['dticarchive', 'additional_collections']"
etsi_ts_102_241_v11.00.00,TS 102 241 - V11.0.0 - Smart Cards; UICC Application Programming Interface (UICC API) for Java Card™ (Release 11),E,No Description Available,"['etsi_standards', 'additional_collections']"
etsi_ts_102_705_v09.03.00,TS 102 705 - V9.3.0 - Smart Cards; UICC Application Programming Interface for Java Card™ for Contactless Applications (Release 9),E,No Description Available,"['etsi_standards', 'additional_collections']"
DTIC_ADA568544,DTIC ADA568544: Interactive Vulnerability Analysis Enhancement Results,D,"Interactive Application Security Testing (IAST) is an innovative new approach to application security vulnerability detection. This investigation focused on making performance improvements to this technology to allow deployments of the technology in production systems, to enable automatic generation of protection rules for the vulnerabilities discovered, and expanding the range of applications supported from JavaEE web based applications to other non-web based Java programs. Technology developed in this effort should be generally applicable to other IAST tools.","['dticarchive', 'additional_collections']"
DTIC_ADA573937,DTIC ADA573937: Validating a Social Model Wargame: An Analysis of the Green Country Model,D,"The Green Country Model (GCM), developed at the Johns Hopkins University-Applied Physics Lab (JHU-APL), was contrived to determine if the social aspects of a society could be incorporated into a war game to simulate realistic outcomes of an event or actions of a player whose opponents range from friendly to hostile. The game is not meant to offer predictions for a course of action or the impact of a course of action on the future, but to provide players, particularly those players who are leaders, a forum in which to discuss strategy, tactics, and possible courses of action, thus improving their knowledge base and ability to think outside the box. The GCM is a vast model originally built on 19 intricately linked and embedded Microsoft Excel spreadsheets. With the current model, it takes about a day for the players and moderators to get through all the phases of the game. The game was built as a two-player (or two-group) board game, with a simple Graphical User Interface (GUI) that projects maps and spreadsheet displays onto a screen so that players can get a bigger picture of the game set up. Utilizing the concepts, input parameters, and underlying algorithms established by JHU-APL, we built a simulation model to validate the GCM. This model can run one action in thousandths of a second. In this thesis, the random operations of the model (of which there are dozens) are all specified by random numbers generated from user-selected distributions. In this way, we allow the model to be vastly more general, and useful for much more than simple two-group play. This should allow players, developers, analysts, and policy makers the ability to assess and quantify the possible effects of choices (and the probability distributions of outcomes associated with those choices) in a way that has not been possible before this analysis.","['dticarchive', 'additional_collections']"
etsi_ts_131_133_v11.00.00,TS 131 133 - V11.0.0 - Digital cellular telecommunications system (Phase 2+); Universal Mobile Telecommunications System (UMTS); LTE; IP Multimedia Services Identity Module (ISIM)  Application Programming Interface (API); ISIM API for Java Card™  (3GPP TS 31.133 version 11.0.0 Release 11),E,No Description Available,"['etsi_standards', 'additional_collections']"
etsi_ts_131_213_v11.00.00,TS 131 213 - V11.0.0 - Universal Mobile Telecommunications System (UMTS); LTE; Test specification for (U)SIM; Application Programming Interface (API) for Java Card™  (3GPP TS 31.213 version 11.0.0 Release 11),E,No Description Available,"['etsi_standards', 'additional_collections']"
etsi_ts_131_221_v11.00.00,TS 131 221 - V11.0.0 - Universal Mobile Telecommunications System (UMTS); LTE; Contact Manager Application Programming Interface (API); Contact Manager API for Java Card  (3GPP TS 31.221 version 11.0.0 Release 11),E,No Description Available,"['etsi_standards', 'additional_collections']"
arxiv-1211.0836,The distributed Slow Control System of the XENON100 Experiment,E. Aprile,"The XENON100 experiment, in operation at the Laboratori Nazionali del Gran Sasso (LNGS) in Italy, was designed to search for evidence of dark matter interactions inside a volume of liquid xenon using a dual-phase time projection chamber. This paper describes the Slow Control System (SCS) of the experiment with emphasis on the distributed architecture as well as on its modular and expandable nature. The system software was designed according to the rules of Object-Oriented Programming and coded in Java, thus promoting code reusability and maximum flexibility during commissioning of the experiment. The SCS has been continuously monitoring the XENON100 detector since mid 2008, remotely recording hundreds of parameters on a few dozen instruments in real time, and setting emergency alarms for the most important variables.","['arxiv', 'additional_collections', 'journals']"
NASA_NTRS_Archive_20130001789,NASA Technical Reports Server (NTRS) 20130001789: The Way Point Planning Tool: Real Time Flight Planning for Airborne Science,N,"Airborne real time observation are a major component of NASA's Earth Science research and satellite ground validation studies. For mission scientist, planning a research aircraft mission within the context of meeting the science objective is a complex task because it requires real time situational awareness of the weather conditions that affect the aircraft track. Multiple aircraft are often involved in the NASA field campaigns the coordination of the aircraft with satellite overpasses, other airplanes and the constantly evolving dynamic weather conditions often determine the success of the campaign. A flight planning tool is needed to provide situational awareness information to the mission scientist and help them plan and modify the flight tracks successfully. Scientists at the University of Alabama Huntsville and the NASA Marshal Space Flight Center developed the Waypoint Planning Tool (WPT), an interactive software tool that enables scientist to develop their own flight plans (also known as waypoints), with point and click mouse capabilities on a digital map filled with time raster and vector data. The development of this Waypoint Planning Tool demonstrates the significance of mission support in responding to the challenges presented during NASA field campaigns. Analyses during and after each campaign helped identify both issues and new requirements, initiating the next wave of development. Currently the Waypoint Planning Tool has gone through three rounds of development and analysis processes. The development of this waypoint tool is directly affected by the technology advances on GIS/Mapping technologies. From the standalone Google Earth application and simple KML functionalities to the Google Earth Plugin and Java Web Start/Applet on web platform, as well as to the rising open source GIS tools with new JavaScript frameworks, the Waypoint planning Tool has entered its third phase of technology advancement. The newly innovated, cross-platform, modular designed JavaScript-controled Waypoint tool is planned to be integrated with the NASA Airborne Science Mission Tool Suite. Adapting new technologies for the Waypoint Planning Tool ensures its success in helping scientist reach their mission objectives. This presentation will discuss the development process of the Waypoint Planning Tool in responding to field campaign challenges, identifying new information technologies, and describing the capabilities and features of the Waypoint Planning Tool with the real time aspect, interactive nature, and the resultant benefits to the airborne science community.","['NASA_NTRS_Archive', 'additional_collections']"
